player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Gianluca Pegolo,it ITA,GK,Sassuolo,37,1981,3.0,2.0,202.0,4.0,1.78,12.0,8.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.0,0.0,3.8,0.36,-0.2,-0.08,19.0,45.0,42.2,44.0,9.0,50.0,39.1,29.0,79.3,50.2,13.0,0.0,0.0,0.0,0.0,9.6
Yohann Pelé,fr FRA,GK,Marseille,35,1982,9.0,7.0,680.0,12.0,1.59,22.0,14.0,0.636,4.0,2.0,1.0,3.0,42.9,5.0,4.0,1.0,0.0,7.6,1.0,0.0,0.0,10.3,0.29,-1.7,-0.22,38.0,79.0,48.1,173.0,39.0,32.9,33.6,50.0,44.0,43.4,57.0,3.0,5.3,7.0,0.93,13.5
Mattia Perin,it ITA,GK,Juventus,25,1992,9.0,9.0,810.0,8.0,0.89,26.0,19.0,0.731,6.0,1.0,2.0,5.0,55.6,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,7.1,0.24,-0.9,-0.1,40.0,88.0,45.5,157.0,41.0,35.0,34.6,68.0,48.5,43.4,81.0,3.0,3.7,2.0,0.22,11.5
Pavao Pervan,at AUT,GK,Wolfsburg,30,1987,10.0,8.0,765.0,11.0,1.29,41.0,29.0,0.732,5.0,1.0,2.0,1.0,12.5,1.0,0.0,0.0,1.0,8.5,0.0,1.0,0.0,13.1,0.32,2.1,0.24,80.0,163.0,49.1,274.0,37.0,42.3,38.6,73.0,64.4,53.2,87.0,6.0,6.9,2.0,0.24,11.6
Jordan Pickford,eng ENG,GK,Everton,24,1994,38.0,38.0,3420.0,46.0,1.21,128.0,86.0,0.656,15.0,9.0,14.0,14.0,36.8,5.0,2.0,3.0,0.0,38.0,2.0,11.0,2.0,48.3,0.35,4.3,0.11,281.0,764.0,36.8,968.0,150.0,58.4,48.3,282.0,70.6,60.5,282.0,25.0,8.9,35.0,0.92,16.0
Carlo Pinsoglio,it ITA,GK,Juventus,28,1990,1.0,1.0,90.0,2.0,2.0,3.0,1.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.6,0.54,-0.4,-0.39,7.0,14.0,50.0,22.0,4.0,36.4,34.0,14.0,42.9,37.1,6.0,0.0,0.0,0.0,0.0,8.7
Luca Plogmann,de GER,GK,Werder Bremen,18,2000,1.0,0.0,37.0,1.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0,-0.2,-0.45,1.0,1.0,100.0,3.0,2.0,0.0,15.0,2.0,50.0,34.5,3.0,1.0,33.3,0.0,0.0,17.0
Giacomo Poluzzi,it ITA,GK,SPAL,30,1988,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Gaëtan Poussin,fr FRA,GK,Bordeaux,19,1999,1.0,1.0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.17,0.2,0.17,6.0,22.0,27.3,22.0,2.0,45.5,42.0,13.0,92.3,59.7,12.0,1.0,8.3,1.0,1.0,15.7
Silvio Proto,be BEL,GK,Lazio,35,1983,2.0,2.0,180.0,4.0,2.0,13.0,9.0,0.692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.6,0.29,-0.4,-0.2,19.0,38.0,50.0,43.0,5.0,53.5,45.1,22.0,68.2,53.0,34.0,1.0,2.9,0.0,0.0,14.5
Ivan Provedel,it ITA,GK,Empoli,24,1994,16.0,16.0,1440.0,36.0,2.25,101.0,69.0,0.673,4.0,4.0,8.0,0.0,0.0,4.0,3.0,0.0,1.0,16.0,0.0,4.0,1.0,29.0,0.27,-6.0,-0.38,86.0,210.0,41.0,355.0,101.0,41.7,37.9,126.0,49.2,43.8,212.0,19.0,9.0,6.0,0.38,12.6
Ionuț Radu,ro ROU,GK,Genoa,21,1997,33.0,33.0,2970.0,47.0,1.42,142.0,102.0,0.704,6.0,14.0,13.0,6.0,18.2,6.0,5.0,1.0,0.0,33.0,0.0,8.0,1.0,48.6,0.31,3.6,0.11,236.0,727.0,32.5,661.0,101.0,68.7,52.9,298.0,91.6,66.4,345.0,22.0,6.4,13.0,0.39,13.1
Pepe Reina,es ESP,GK,Milan,35,1982,4.0,2.0,328.0,5.0,1.37,12.0,8.0,0.667,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,3.6,0.0,0.0,0.0,4.6,0.32,-0.4,-0.12,23.0,51.0,45.1,91.0,19.0,40.7,36.6,24.0,58.3,47.0,36.0,4.0,11.1,2.0,0.55,14.2
Michael Rensing,de GER,GK,Düsseldorf,34,1984,32.0,32.0,2880.0,62.0,1.94,164.0,107.0,0.665,12.0,5.0,15.0,5.0,15.6,7.0,7.0,0.0,0.0,32.0,1.0,8.0,0.0,54.2,0.31,-7.8,-0.24,244.0,600.0,40.7,688.0,145.0,47.8,40.7,320.0,84.7,60.2,336.0,27.0,8.0,4.0,0.13,12.7
Baptiste Reynet,fr FRA,GK,Toulouse,27,1990,31.0,31.0,2704.0,46.0,1.53,140.0,99.0,0.7,6.0,11.0,14.0,6.0,19.4,5.0,4.0,1.0,0.0,30.0,2.0,5.0,0.0,40.6,0.27,-4.4,-0.15,233.0,583.0,40.0,770.0,134.0,50.0,42.0,291.0,68.0,53.1,321.0,26.0,8.1,24.0,0.8,14.6
Sergio Rico,es ESP,GK,Fulham,24,1993,29.0,29.0,2610.0,56.0,1.93,161.0,110.0,0.677,6.0,3.0,20.0,5.0,17.2,4.0,4.0,0.0,0.0,29.0,0.0,8.0,2.0,52.7,0.31,-1.3,-0.04,259.0,621.0,41.7,618.0,91.0,63.3,46.1,273.0,84.2,60.5,306.0,24.0,7.8,11.0,0.38,12.9
Asier Riesgo,es ESP,GK,Eibar,34,1983,15.0,14.0,1260.0,20.0,1.43,45.0,26.0,0.556,2.0,8.0,4.0,4.0,28.6,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,18.1,0.41,-0.9,-0.06,132.0,293.0,45.1,305.0,42.0,71.1,50.2,79.0,96.2,65.7,102.0,10.0,9.8,20.0,1.43,16.5
Joel Robles,es ESP,GK,Betis,28,1990,5.0,5.0,450.0,5.0,1.0,21.0,17.0,0.81,2.0,1.0,2.0,1.0,20.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,5.4,0.21,0.4,0.07,29.0,66.0,43.9,158.0,20.0,34.2,34.0,28.0,42.9,40.0,37.0,2.0,5.4,9.0,1.8,18.6
Francesco Rossi,it ITA,GK,Atalanta,27,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,100.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Ruddy,eng ENG,GK,Wolves,31,1986,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.29,0.9,0.87,7.0,13.0,53.8,14.0,3.0,50.0,41.8,7.0,85.7,54.6,9.0,1.0,11.1,0.0,0.0,8.0
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,31,1986,37.0,37.0,3330.0,40.0,1.08,147.0,114.0,0.776,19.0,8.0,10.0,13.0,35.1,9.0,7.0,1.0,1.0,37.0,0.0,7.0,0.0,45.4,0.26,5.4,0.15,200.0,631.0,31.7,867.0,151.0,49.9,40.3,310.0,63.9,48.3,298.0,20.0,6.7,15.0,0.41,13.5
Gerónimo Rulli,ar ARG,GK,Real Sociedad,26,1992,27.0,27.0,2430.0,35.0,1.3,108.0,77.0,0.694,10.0,9.0,8.0,7.0,25.9,3.0,2.0,1.0,0.0,27.0,1.0,10.0,2.0,31.7,0.27,-1.3,-0.05,188.0,443.0,42.4,848.0,110.0,35.3,35.1,208.0,69.2,52.0,308.0,28.0,9.1,25.0,0.93,16.0
Mathew Ryan,au AUS,GK,Brighton,26,1992,34.0,34.0,3060.0,55.0,1.62,140.0,93.0,0.664,8.0,8.0,18.0,6.0,17.6,8.0,8.0,0.0,0.0,34.0,1.0,6.0,0.0,51.8,0.32,-3.2,-0.09,324.0,772.0,42.0,692.0,100.0,67.3,48.8,325.0,94.2,64.4,322.0,18.0,5.6,7.0,0.21,12.9
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,25,1992,2.0,1.0,122.0,0.0,0.0,8.0,8.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.6,0.21,1.6,1.2,16.0,40.0,40.0,39.0,2.0,74.4,52.0,12.0,91.7,63.8,8.0,0.0,0.0,0.0,0.0,13.0
Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,25,1992,1.0,1.0,90.0,2.0,2.0,6.0,4.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7,0.42,-0.3,-0.27,10.0,15.0,66.7,20.0,6.0,45.0,38.6,8.0,75.0,58.5,7.0,1.0,14.3,3.0,3.0,19.1
Brice Samba,fr FRA,GK,Caen,24,1994,38.0,38.0,3420.0,54.0,1.42,182.0,134.0,0.736,7.0,12.0,19.0,9.0,23.7,8.0,6.0,2.0,0.0,38.0,4.0,5.0,2.0,59.2,0.3,7.2,0.19,369.0,825.0,44.7,907.0,167.0,63.1,46.2,315.0,80.3,58.5,346.0,36.0,10.4,21.0,0.55,14.0
Roberto Santamaría,es ESP,GK,Huesca,33,1985,20.0,20.0,1800.0,30.0,1.5,89.0,64.0,0.73,5.0,7.0,8.0,6.0,30.0,6.0,6.0,0.0,0.0,20.0,1.0,0.0,1.0,32.5,0.32,3.5,0.17,215.0,493.0,43.6,418.0,40.0,79.9,56.9,168.0,94.6,67.4,200.0,13.0,6.5,8.0,0.4,13.7
Kasper Schmeichel,dk DEN,GK,Leicester City,31,1986,38.0,38.0,3420.0,48.0,1.26,139.0,96.0,0.691,15.0,7.0,16.0,10.0,26.3,5.0,5.0,0.0,0.0,38.0,0.0,7.0,0.0,46.4,0.3,-1.6,-0.04,329.0,692.0,47.5,903.0,108.0,51.3,41.9,305.0,75.1,57.4,338.0,34.0,10.1,16.0,0.42,14.2
Alexander Schwolow,de GER,GK,Freiburg,26,1992,33.0,33.0,2970.0,60.0,1.82,162.0,108.0,0.673,7.0,12.0,14.0,5.0,15.2,7.0,7.0,0.0,0.0,33.0,0.0,12.0,0.0,54.6,0.3,-5.4,-0.16,288.0,708.0,40.7,941.0,136.0,47.4,41.0,327.0,80.1,64.1,343.0,16.0,4.7,19.0,0.58,13.7
Simone Scuffet,it ITA,GK,Udinese,22,1996,9.0,9.0,810.0,13.0,1.44,36.0,24.0,0.667,2.0,2.0,5.0,2.0,22.2,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,11.1,0.29,-1.9,-0.22,63.0,140.0,45.0,165.0,34.0,46.7,38.7,92.0,68.5,49.1,83.0,2.0,2.4,4.0,0.44,14.0
Andrea Seculin,it ITA,GK,Chievo,28,1990,2.0,1.0,90.0,6.0,6.0,12.0,5.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.8,0.43,-2.2,-2.18,5.0,13.0,38.5,18.0,3.0,61.1,43.7,2.0,100.0,59.5,5.0,0.0,0.0,1.0,1.0,20.0
Matz Sels,be BEL,GK,Strasbourg,26,1992,37.0,37.0,3330.0,48.0,1.3,151.0,111.0,0.728,10.0,16.0,11.0,8.0,21.6,9.0,7.0,2.0,0.0,37.0,3.0,4.0,1.0,43.8,0.25,-3.2,-0.09,263.0,677.0,38.8,795.0,179.0,51.9,43.7,324.0,81.5,61.1,346.0,27.0,7.8,21.0,0.57,14.1
Adrian Šemper,hr CRO,GK,Chievo,20,1998,6.0,6.0,540.0,8.0,1.33,31.0,23.0,0.742,1.0,3.0,2.0,2.0,33.3,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,8.0,0.26,0.0,0.0,49.0,125.0,39.2,148.0,30.0,52.7,43.8,52.0,90.4,59.4,100.0,5.0,5.0,1.0,0.17,11.2
Luigi Sepe,it ITA,GK,Parma,27,1991,37.0,37.0,3330.0,60.0,1.62,191.0,144.0,0.728,10.0,11.0,16.0,10.0,27.0,8.0,8.0,0.0,0.0,37.0,1.0,9.0,4.0,52.9,0.24,-2.1,-0.06,346.0,784.0,44.1,751.0,129.0,55.0,44.8,451.0,82.3,56.2,569.0,38.0,6.7,10.0,0.27,11.3
Unai Simón,es ESP,GK,Athletic Club,21,1997,7.0,7.0,630.0,13.0,1.86,31.0,20.0,0.645,1.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,12.0,0.33,-1.0,-0.15,42.0,108.0,38.9,132.0,31.0,47.0,39.8,51.0,90.2,65.9,60.0,7.0,11.7,2.0,0.29,13.5
Salvatore Sirigu,it ITA,GK,Torino,31,1987,36.0,36.0,3170.0,36.0,1.02,136.0,103.0,0.75,15.0,14.0,7.0,14.0,38.9,4.0,2.0,2.0,0.0,35.2,0.0,4.0,0.0,42.9,0.3,7.9,0.22,310.0,690.0,44.9,826.0,121.0,54.4,42.4,293.0,82.3,54.4,323.0,28.0,8.7,24.0,0.68,15.2
Antonio Sivera,es ESP,GK,Alavés,21,1996,3.0,3.0,270.0,4.0,1.33,14.0,10.0,0.714,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.1,0.22,-0.9,-0.31,34.0,88.0,38.6,68.0,10.0,82.4,55.5,34.0,94.1,65.1,53.0,2.0,3.8,2.0,0.67,12.2
Łukasz Skorupski,pl POL,GK,Bologna,27,1991,38.0,38.0,3420.0,56.0,1.47,173.0,121.0,0.699,11.0,11.0,16.0,10.0,26.3,4.0,4.0,0.0,0.0,38.0,1.0,5.0,1.0,50.4,0.28,-4.6,-0.12,265.0,607.0,43.7,783.0,221.0,48.5,40.8,343.0,66.2,51.3,406.0,41.0,10.1,9.0,0.24,12.3
Yann Sommer,ch SUI,GK,M'Gladbach,29,1988,34.0,34.0,3060.0,43.0,1.26,154.0,115.0,0.74,16.0,7.0,11.0,13.0,38.2,3.0,3.0,0.0,0.0,34.0,0.0,3.0,0.0,51.8,0.33,9.8,0.29,225.0,539.0,41.7,1334.0,190.0,31.6,33.6,262.0,45.0,42.2,290.0,25.0,8.6,26.0,0.76,14.6
David Soria,es ESP,GK,Getafe,25,1993,37.0,37.0,3330.0,34.0,0.92,127.0,100.0,0.764,14.0,14.0,9.0,13.0,35.1,7.0,4.0,2.0,1.0,37.0,1.0,2.0,3.0,37.9,0.27,6.9,0.19,356.0,956.0,37.2,795.0,53.0,87.3,57.6,276.0,94.9,64.2,320.0,31.0,9.7,25.0,0.68,15.2
Juan Soriano,es ESP,GK,Sevilla,20,1997,4.0,4.0,359.0,2.0,0.5,11.0,10.0,0.909,4.0,0.0,0.0,3.0,75.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.3,0.31,2.3,0.59,23.0,86.0,26.7,112.0,27.0,54.5,42.7,33.0,75.8,58.2,33.0,3.0,9.1,6.0,1.5,18.9
Stefano Sorrentino,it ITA,GK,Chievo,39,1979,31.0,31.0,2790.0,62.0,2.0,167.0,111.0,0.641,1.0,11.0,19.0,5.0,16.1,4.0,2.0,2.0,0.0,31.0,2.0,8.0,2.0,52.2,0.29,-5.8,-0.19,248.0,528.0,47.0,606.0,94.0,54.3,41.2,289.0,68.9,45.2,314.0,12.0,3.8,7.0,0.23,12.0
Julián Speroni,ar ARG,GK,Crystal Palace,39,1979,1.0,1.0,90.0,4.0,4.0,9.0,5.0,0.556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.7,0.41,-0.3,-0.29,13.0,33.0,39.4,23.0,3.0,95.7,57.7,13.0,84.6,57.8,9.0,0.0,0.0,0.0,0.0,10.6
Marco Sportiello,it ITA,GK,Frosinone,26,1992,35.0,35.0,3150.0,64.0,1.83,198.0,140.0,0.702,5.0,9.0,21.0,8.0,22.9,5.0,5.0,0.0,0.0,35.0,2.0,10.0,1.0,56.1,0.27,-6.9,-0.2,190.0,580.0,32.8,891.0,229.0,40.4,38.2,338.0,65.1,50.9,404.0,33.0,8.2,11.0,0.31,12.3
Thomas Strakosha,al ALB,GK,Lazio,23,1995,35.0,35.0,3150.0,39.0,1.11,129.0,96.0,0.736,16.0,7.0,12.0,10.0,28.6,7.0,5.0,2.0,0.0,35.0,2.0,5.0,1.0,38.1,0.25,0.1,0.0,210.0,503.0,41.7,847.0,163.0,45.0,38.3,234.0,52.1,44.9,311.0,21.0,6.8,18.0,0.51,14.8
Danijel Subašić,hr CRO,GK,Monaco,33,1984,14.0,14.0,1138.0,12.0,0.95,36.0,26.0,0.722,4.0,5.0,5.0,4.0,28.6,3.0,2.0,1.0,0.0,12.6,0.0,3.0,0.0,12.4,0.28,0.4,0.03,69.0,171.0,40.4,233.0,49.0,50.6,43.1,82.0,64.6,51.0,84.0,4.0,4.8,3.0,0.24,15.0
Seydou Sy,sn SEN,GK,Monaco,22,1995,3.0,2.0,225.0,7.0,2.8,12.0,6.0,0.417,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,1.0,4.2,0.35,-1.8,-0.72,8.0,22.0,36.4,49.0,12.0,28.6,31.5,14.0,57.1,47.1,17.0,2.0,11.8,2.0,0.8,18.5
Wojciech Szczęsny,pl POL,GK,Juventus,28,1990,28.0,28.0,2520.0,20.0,0.71,78.0,59.0,0.756,22.0,5.0,1.0,11.0,39.3,3.0,1.0,1.0,1.0,28.0,0.0,3.0,1.0,24.0,0.28,5.0,0.18,154.0,290.0,53.1,534.0,120.0,37.1,36.1,197.0,46.7,42.5,218.0,21.0,9.6,21.0,0.75,15.3
Ciprian Tătărușanu,ro ROU,GK,Nantes,32,1986,27.0,27.0,2391.0,30.0,1.13,95.0,67.0,0.695,8.0,6.0,13.0,7.0,25.9,4.0,1.0,3.0,0.0,26.6,0.0,8.0,1.0,30.6,0.29,1.6,0.06,178.0,408.0,43.6,615.0,116.0,42.1,37.7,213.0,70.0,52.5,203.0,16.0,7.9,23.0,0.87,16.9
Marc-André ter Stegen,de GER,GK,Barcelona,26,1992,35.0,35.0,3150.0,32.0,0.91,116.0,86.0,0.733,25.0,8.0,2.0,16.0,45.7,1.0,1.0,0.0,0.0,35.0,0.0,3.0,1.0,34.2,0.29,3.2,0.09,142.0,276.0,51.4,863.0,191.0,21.8,29.0,197.0,44.7,40.3,287.0,35.0,12.2,27.0,0.77,16.4
Pietro Terracciano,it ITA,GK,Fiorentina,28,1990,2.0,2.0,180.0,3.0,1.5,11.0,7.0,0.727,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5,0.32,0.5,0.27,10.0,30.0,33.3,55.0,16.0,41.8,35.6,11.0,63.6,42.6,23.0,4.0,17.4,3.0,1.5,14.7
Pietro Terracciano,it ITA,GK,Empoli,28,1990,8.0,8.0,720.0,10.0,1.25,34.0,25.0,0.706,1.0,2.0,5.0,2.0,25.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,9.6,0.28,0.6,0.07,35.0,80.0,43.8,163.0,33.0,39.9,36.3,67.0,22.4,32.5,71.0,4.0,5.6,3.0,0.38,13.8
Kevin Trapp,de GER,GK,Eint Frankfurt,28,1990,33.0,33.0,2938.0,48.0,1.47,159.0,113.0,0.704,14.0,9.0,10.0,8.0,24.2,1.0,1.0,0.0,0.0,32.6,1.0,6.0,1.0,47.7,0.3,0.7,0.02,359.0,774.0,46.4,990.0,107.0,59.1,43.2,219.0,86.3,61.7,283.0,28.0,9.9,24.0,0.74,15.1
Mark Travers,ie IRL,GK,Bournemouth,19,1999,2.0,2.0,180.0,5.0,2.5,13.0,9.0,0.615,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.1,0.24,-0.9,-0.46,11.0,23.0,47.8,43.0,14.0,37.2,32.7,14.0,50.0,44.0,9.0,0.0,0.0,4.0,2.0,17.4
Philipp Tschauner,de GER,GK,Hannover 96,32,1985,1.0,1.0,90.0,3.0,3.0,5.0,3.0,0.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7,0.38,-0.3,-0.26,2.0,9.0,22.2,19.0,3.0,36.8,35.5,8.0,25.0,32.3,2.0,0.0,0.0,0.0,0.0,7.3
Sven Ulreich,de GER,GK,Bayern Munich,29,1988,9.0,8.0,757.0,9.0,1.07,20.0,13.0,0.65,4.0,3.0,1.0,2.0,25.0,3.0,2.0,0.0,1.0,8.4,1.0,1.0,0.0,7.0,0.31,-2.0,-0.23,26.0,62.0,41.9,218.0,56.0,25.2,29.5,36.0,19.4,33.3,33.0,0.0,0.0,8.0,0.95,17.4
Tomáš Vaclík,cz CZE,GK,Sevilla,29,1989,33.0,33.0,2970.0,44.0,1.33,134.0,95.0,0.701,13.0,8.0,12.0,8.0,24.2,5.0,4.0,1.0,0.0,33.0,2.0,4.0,1.0,44.4,0.3,1.4,0.04,192.0,570.0,33.7,738.0,180.0,49.5,41.0,258.0,79.5,60.2,289.0,25.0,8.7,14.0,0.42,13.7
Koke Vegas,es ESP,GK,Levante,22,1995,1.0,1.0,90.0,2.0,2.0,8.0,6.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4,0.29,0.4,0.35,3.0,7.0,42.9,14.0,4.0,42.9,35.6,8.0,12.5,26.4,4.0,1.0,25.0,1.0,1.0,21.5
Emiliano Viviano,it ITA,GK,SPAL,32,1985,17.0,17.0,1525.0,25.0,1.48,82.0,60.0,0.744,7.0,3.0,7.0,4.0,23.5,4.0,4.0,0.0,0.0,16.9,0.0,3.0,0.0,24.5,0.26,-0.5,-0.03,137.0,304.0,45.1,429.0,41.0,48.7,41.3,164.0,57.9,46.3,154.0,7.0,4.5,4.0,0.24,13.4
Michel Vorm,nl NED,GK,Tottenham,34,1983,2.0,2.0,180.0,4.0,2.0,13.0,9.0,0.692,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.5,0.42,1.5,0.74,5.0,12.0,41.7,51.0,17.0,15.7,26.2,8.0,50.0,42.3,15.0,1.0,6.7,1.0,0.5,12.9
Axel Werner,ar ARG,GK,Huesca,22,1996,6.0,6.0,540.0,16.0,2.67,35.0,21.0,0.571,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,10.0,0.26,-5.0,-0.83,41.0,121.0,33.9,101.0,14.0,69.3,47.2,58.0,87.9,63.1,57.0,1.0,1.8,0.0,0.0,9.5
Yoel,es ESP,GK,Valladolid,29,1988,3.0,3.0,270.0,6.0,2.0,11.0,6.0,0.545,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.9,0.36,-1.1,-0.37,28.0,76.0,36.8,79.0,7.0,74.7,52.6,18.0,94.4,69.8,24.0,1.0,4.2,3.0,1.0,14.1
Robin Zentner,de GER,GK,Mainz 05,23,1994,10.0,10.0,900.0,14.0,1.4,51.0,37.0,0.725,4.0,4.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,15.0,0.3,1.0,0.1,54.0,187.0,28.9,256.0,54.0,44.1,39.3,91.0,81.3,63.0,111.0,15.0,13.5,8.0,0.8,14.7
Luca Zidane,fr FRA,GK,Real Madrid,20,1998,1.0,1.0,90.0,2.0,2.0,3.0,1.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7,0.58,-0.3,-0.27,4.0,9.0,44.4,29.0,3.0,17.2,29.0,11.0,36.4,37.3,8.0,1.0,12.5,2.0,2.0,21.8
Ron-Robert Zieler,de GER,GK,Stuttgart,29,1989,34.0,34.0,3060.0,70.0,2.06,178.0,114.0,0.618,7.0,7.0,20.0,6.0,17.6,3.0,2.0,0.0,1.0,34.0,2.0,6.0,5.0,59.1,0.33,-5.9,-0.17,246.0,746.0,33.0,908.0,124.0,58.6,45.2,300.0,71.3,57.6,310.0,13.0,4.2,34.0,1.0,16.0
